accelX,accelY,accelZ,gyroX,gyroY,gyroZ,label
0.4452,-0.9069,0.6141,-70.3125,-32.5317,-104.187,swipe_v
0.548,-0.7732,0.4293,-92.7734,-23.2544,-140.0757,swipe_v
0.5503,-0.1763,0.15,-70.2515,-20.2637,-103.0273,swipe_v
-0.6063,0.8136,0.1832,67.4438,94.6045,276.9165,swipe_v
-1.6597,-1.5121,1.4818,168.7012,207.7637,664.0014,swipe_v
-1.6597,-1.5121,1.4818,168.7012,207.7637,664.0014,swipe_v
-0.7866,0.0142,0.5178,-10.3149,-45.8374,-49.5605,swipe_v
-0.7858,0.0077,0.6735,-45.0439,25.4517,-30.3955,swipe_v
-0.7716,-0.0159,0.5515,12.9395,5.7373,-13.3667,swipe_v
-0.7671,-0.1077,0.6262,-43.396,-30.0903,-31.25,swipe_v
0.2781,-0.287,0.7631,-88.9282,-103.2104,-90.8203,swipe_v
0.4037,-0.5032,0.7141,-118.7744,-81.1768,-79.5288,swipe_v
0.5452,-0.3243,0.3191,-76.1719,-59.7534,-98.938,swipe_v
-0.2441,1.2416,-0.2113,-51.2085,122.8638,169.1894,swipe_v
-1.8655,-1.4978,2.2654,251.709,263.0005,602.356,swipe_v
-1.8655,-1.4978,2.2654,251.709,263.0005,602.356,swipe_v
-0.5763,-0.0428,0.9082,15.3809,-75.3174,23.4985,swipe_v
-0.4055,-0.036,0.9368,-59.082,-10.6201,-6.5308,swipe_v
-0.3701,-0.1294,0.9623,-29.8462,-30.4565,-20.2026,swipe_v
-0.2721,-0.1263,0.9838,-35.8276,-46.6919,-54.1992,swipe_v
0.2649,-0.3151,0.9944,63.7817,-66.04,-32.8979,tap
0.3889,-0.2863,1.0831,32.8979,-79.4678,-25.7568,tap
0.5339,-0.1482,0.9561,30.8228,-105.835,-19.104,tap
0.433,-0.2218,0.0411,-16.4185,-113.9526,-23.3154,tap
-1.9303,0.0897,0.7283,83.374,697.998,-40.5273,tap
-1.9303,0.0897,0.7283,83.374,697.998,-40.5273,tap
-0.4871,-0.1146,0.6287,75.3784,-102.2949,-1.77,tap
-0.4882,-0.0353,0.9911,-20.813,-62.9272,-14.1602,tap
-0.3269,-0.046,0.8947,-14.0991,-87.0361,-7.5073,tap
-0.2305,-0.1194,0.9478,-20.813,-43.457,12.5122,tap
0.2046,-0.2677,0.9965,-21.7285,-105.4687,12.8174,tap
0.3638,-0.2902,0.9293,2.1973,-95.0317,-0.1831,tap
0.4963,-0.2693,0.8373,15.8691,-117.1875,-36.1938,tap
-0.4044,-0.3289,-1.0779,-26.2451,34.3628,-10.498,tap
-1.6953,-0.1794,1.5366,-19.2871,600.5859,48.8281,tap
-1.6953,-0.1794,1.5366,-19.2871,600.5859,48.8281,tap
-0.2902,-0.2531,0.705,9.4604,-57.4951,-2.6245,tap
-0.269,-0.2864,1.0546,-6.0425,-19.104,3.7231,tap
-0.1962,-0.282,0.9124,2.2583,-35.4614,-4.7607,tap
-0.0605,-0.4857,0.7708,-51.5137,-67.4438,-39.4897,tap
0.349,0.1874,0.8417,-12.8174,-15.625,-83.8623,tap
0.4149,0.0134,0.8619,-60.2417,-12.4512,-85.5713,tap
0.4202,0.0095,0.8821,-42.4805,-13.7329,-44.1284,tap
-0.0171,0.1509,-0.2909,61.9507,-26.3672,-9.3384,tap
-3.498,0.7114,1.9132,137.5122,908.081,-228.4546,tap
-3.498,0.7114,1.9132,137.5122,908.081,-228.4546,tap
-0.5612,0.121,-0.14,20.5688,-124.939,32.1655,tap
-0.8828,0.4739,0.79,1.77,33.02,-2.0752,tap
-0.7456,0.3816,0.4783,2.6245,-69.7021,7.5684,tap
-0.6744,0.3713,0.5864,-10.8643,-55.2368,13.3667,tap
-0.0687,0.7192,0.6858,4.2114,-11.5967,81.2988,tap
0.0085,0.4838,1.0032,-176.3916,-54.7485,39.978,tap
0.2592,0.3239,1.0162,-55.9692,-168.396,69.2139,tap
0.4714,-0.0874,0.3708,94.4824,-142.1509,50.354,tap
-1.2383,-0.7312,-1.396,52.3682,177.4902,-11.1084,tap
-1.2383,-0.7312,-1.396,52.3682,177.4902,-11.1084,tap
-0.2925,-0.0149,0.1797,88.9282,-183.8989,-49.9878,tap
-0.111,-0.3934,1.3014,-11.8408,-44.1894,-38.8184,tap
-0.1223,-0.2399,0.9513,31.9824,-143.4937,-90.8813,tap
0.251,-0.0892,0.9495,-12.3291,-89.7217,-143.6768,tap
0.4741,0.3906,1.2062,-46.0815,-63.4766,-50.7202,tap
0.2656,0.3298,-0.1407,-63.6597,-266.2354,-4.4556,tap
-0.9838,0.4723,-0.6073,-39.3677,196.9604,3.6011,tap
0.0834,-0.0554,1.8873,9.2163,207.8857,75.6226,tap
0.0834,-0.0554,1.8873,9.2163,207.8857,75.6226,tap
0.1545,-0.0015,1.261,-7.8125,-53.833,-18.1274,tap
0.2476,0.2367,0.8212,36.1938,-82.1533,-15.564,tap
0.3407,0.1753,0.849,6.958,-37.4146,21.9727,tap
0.4207,0.1475,0.9015,-10.0098,-5.4321,31.6772,tap
0.4871,0.0649,0.8921,-6.6528,-24.353,30.7007,tap
0.6199,-0.0222,0.9473,60.6689,-46.875,131.5308,tap
0.7168,-0.1649,0.8887,74.8901,-79.3457,130.7373,tap
0.8583,-0.3894,0.4771,100.9521,-189.209,36.438,tap
0.115,0.0848,-0.837,273.3154,-19.104,-85.2661,tap
-1.0842,-0.9348,-1.142,-288.3911,647.8881,113.9526,tap
-1.0842,-0.9348,-1.142,-288.3911,647.8881,113.9526,tap
-0.0168,-0.4147,0.5616,99.6704,-58.96,-34.2407,tap
0.1792,-0.248,0.9323,23.0713,-18.7988,-28.5645,tap
0.179,-0.2441,0.8868,-7.3853,-1.2207,0.4883,tap
0.1754,-0.3286,0.9076,1.8921,-6.897,-7.5684,tap
0.6155,-0.573,0.8862,-47.6685,-68.4814,-56.3354,tap
0.7316,-0.4164,0.6973,-1.5869,-152.2217,-116.5771,tap
0.4644,-0.4783,-0.0023,20.1416,-212.9516,-145.4468,tap
-0.5981,-0.7227,-1.4485,52.4902,176.4526,-90.8813,tap
-0.6257,-0.3398,3.7452,-399.414,642.1509,-68.3594,tap
-0.6257,-0.3398,3.7452,-399.414,642.1509,-68.3594,tap
-0.0508,0.0227,1.1792,-18.7378,12.7563,27.0996,tap
-0.0925,-0.0045,0.8992,-2.5024,3.9062,43.8843,tap
-0.1024,-0.0474,1.0372,5.8594,8.4229,53.894,tap
-0.0715,0.1316,0.9418,64.5752,-0.061,19.5313,tap
0.5728,-0.355,0.8116,17.5781,-24.231,31.311,tap
0.5258,-0.3519,0.7351,8.9111,-61.8896,57.312,tap
0.5831,-0.5251,0.8622,36.7432,-100.769,61.2793,tap
-0.4556,-0.5197,-1.3499,202.4536,-42.7856,-64.9414,tap
-0.9846,-1.3832,3.3916,-279.8462,624.0845,123.291,tap
-0.9846,-1.3832,3.3916,-279.8462,624.0845,123.291,tap
-0.0914,-0.228,1.0692,7.8735,48.0347,-10.0098,tap
-0.0903,-0.3778,0.9875,22.2778,-20.0195,10.9253,tap
-0.1099,-0.2908,1.0225,-14.7705,-32.2266,-4.6387,tap
0.0118,-0.4528,1.0018,-4.2725,-54.6265,-30.7007,tap
0.9374,0.0076,0.7299,-59.8144,-56.7627,-153.6865,tap
1.0021,0.1195,0.7271,-90.0879,-117.7368,-102.1728,tap
0.3118,0.2798,-0.4034,-34.9731,-153.3813,-49.0723,tap
-1.4475,0.146,-0.0234,-73.3032,592.1631,103.6377,tap
-0.7053,-0.1721,2.7802,90.271,40.9546,119.9341,tap
-0.7053,-0.1721,2.7802,90.271,40.9546,119.9341,tap
0.3916,0.0042,0.9335,18.7378,-16.9067,10.9863,tap
0.4491,0.0026,0.9325,11.4136,-19.3481,5.3101,tap
0.4973,-0.0115,0.8729,-6.2866,-67.1997,-39.4287,tap
0.6218,0.1666,0.6801,9.4604,-24.4751,-55.1758,tap
0.1317,0.3121,0.9028,9.6436,6.2256,21.1792,tap
0.1731,0.4343,1.3926,17.1509,-2.8076,7.9956,tap
0.2997,0.4579,0.8727,51.3916,-249.8169,10.0708,tap
-0.0098,0.1476,-1.7784,-71.4111,-335.4492,-0.6104,tap
-2.2036,0.5063,-0.5184,-155.5176,486.6333,102.478,tap
-2.2036,0.5063,-0.5184,-155.5176,486.6333,102.478,tap
-0.4027,0.5347,1.1617,31.1279,98.0225,14.9536,tap
-0.5254,0.5338,0.8297,-14.5264,-125.6714,71.167,tap
-0.1744,0.4954,0.6781,-39.2456,-96.9849,130.0049,tap
0.4054,-0.2073,0.6088,-78.4912,-107.3608,257.8735,tap
